product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
ad938d3b79856582ace5b311ab864826,moveis_decoracao,50.0,440.0,1.0,1500.0,42.0,10.0,32.0
0ab20af8197d84bc8831765be67b4cc6,bebes,51.0,872.0,2.0,11100.0,38.0,47.0,44.0
cb03e4f0503f45854e87afe535e0681d,ferramentas_jardim,51.0,720.0,1.0,9150.0,33.0,8.0,33.0
e256d05115f9eb3766f3ab752132a4e2,informatica_acessorios,42.0,399.0,1.0,740.0,26.0,15.0,19.0
5ac9d9e379c606e36a8094a6046f75dc,beleza_saude,46.0,2345.0,6.0,525.0,21.0,16.0,13.0
7a0f37fda63d1cd7dac2451494eb6e69,cama_mesa_banho,60.0,259.0,1.0,1550.0,30.0,5.0,30.0
277a12fc4d8cd5dae85d0071015bb745,beleza_saude,56.0,1770.0,1.0,2200.0,23.0,19.0,21.0
32b4ca7827a47902152f92205f5cab44,beleza_saude,27.0,566.0,1.0,300.0,26.0,17.0,20.0
a323784ac31c377c5ecaa26b8cb155db,informatica_acessorios,51.0,1211.0,2.0,200.0,16.0,16.0,11.0
b23cca4f37391d03408aed65983bdc40,brinquedos,18.0,298.0,1.0,3865.0,40.0,35.0,35.0
625dac8156b3157351e7257305148f3f,telefonia,54.0,935.0,1.0,175.0,18.0,12.0,17.0
37dcce9d511e9729330ad4d80de13cfa,fashion_bolsas_e_acessorios,52.0,731.0,1.0,100.0,16.0,2.0,20.0
cc3361c59c7af3bd862f41df044549e0,eletroportateis,49.0,588.0,1.0,6600.0,41.0,38.0,28.0
5aeece828f56fe1d486e1c5e6a7cb61c,relogios_presentes,58.0,734.0,2.0,250.0,16.0,11.0,11.0
18f8fed8a737a4399a369ef33b21cb3b,fashion_bolsas_e_acessorios,34.0,359.0,4.0,200.0,16.0,9.0,11.0
cbd27a4cfb94137cd08a4fda812d686b,utilidades_domesticas,58.0,503.0,2.0,50.0,26.0,4.0,19.0
6171e0ffb665e527d521c2435e065644,cool_stuff,46.0,851.0,3.0,400.0,16.0,19.0,15.0
d0fe4295267f15ccaceac4fb233d8c9a,informatica_acessorios,52.0,398.0,1.0,350.0,20.0,2.0,26.0
f5badee8a0e679f057ec0ca4f0f32dcb,construcao_ferramentas_construcao,59.0,427.0,8.0,450.0,20.0,10.0,15.0
4a579d3f0c38c12a0e22c0146f2356f4,cama_mesa_banho,49.0,82.0,1.0,1000.0,40.0,5.0,25.0
9766ad53f42ee034fbc0e29c85fe626c,cama_mesa_banho,51.0,385.0,2.0,2500.0,47.0,21.0,41.0
5c087f345e870429ec3ea20a49a79735,moveis_escritorio,48.0,1159.0,1.0,16450.0,63.0,62.0,24.0
99a4788cb24856965c36a24e339b6058,cama_mesa_banho,54.0,245.0,1.0,1383.0,50.0,10.0,40.0
fdba6f37e0258dbca54eb0ed8b293ae0,bebes,10.0,1162.0,2.0,600.0,20.0,8.0,14.0
9686ff1a707a2d304c547f82535c5ee5,relogios_presentes,60.0,706.0,6.0,200.0,16.0,2.0,11.0
cebed2cb3b44b298e374ec88155024f6,fashion_bolsas_e_acessorios,42.0,353.0,1.0,250.0,16.0,2.0,11.0
5bcaab71581cabea86192eea9c13467d,moveis_decoracao,63.0,460.0,2.0,800.0,80.0,10.0,60.0
04dc26a02c448f6f2b914f01c2902ebd,consoles_games,50.0,361.0,1.0,483.0,24.0,17.0,23.0
2221e4ebc496addaa386a27a6a19e9b2,,,,,800.0,29.0,11.0,23.0
70fe9b99d340c044c0316517b7b2ed8c,alimentos_bebidas,49.0,718.0,1.0,250.0,16.0,16.0,16.0
e5b5b0c0e066fb53258fce3eace774f7,audio,36.0,310.0,1.0,290.0,19.0,16.0,18.0
21a23f7375628a983f0496f2511e62fa,moveis_decoracao,55.0,241.0,1.0,2000.0,36.0,4.0,30.0
418d480693f2f01e9cf4568db0346d28,cool_stuff,48.0,330.0,1.0,1950.0,33.0,44.0,19.0
aecd0c211a5e24ca163d35e5087189ed,esporte_lazer,50.0,333.0,3.0,4800.0,50.0,14.0,33.0
54f52360a2b571e7d7b54225b74bbccd,beleza_saude,24.0,1253.0,1.0,300.0,16.0,4.0,13.0
5e864d9858dc9a7b55f937ed8998ffe8,brinquedos,55.0,1035.0,2.0,1100.0,53.0,9.0,32.0
5145cef9f9e1293cf8cba2c924eb94e9,moveis_escritorio,46.0,2250.0,1.0,11600.0,58.0,20.0,58.0
c1066831f90626b7fd73ed871a49f158,beleza_saude,35.0,506.0,2.0,320.0,30.0,6.0,12.0
664e36c9f1780f33973e063ae2cdcc66,pet_shop,49.0,410.0,2.0,7300.0,45.0,28.0,45.0
e38ae1121c1566bb56b728d8079b2d75,informatica_acessorios,42.0,226.0,1.0,275.0,13.0,13.0,13.0
77d1b9fb8d3858f503316105e9ac6c51,telefonia,32.0,365.0,6.0,50.0,19.0,3.0,11.0
aa0816cf69c9faa95e573541be5c0c32,fashion_bolsas_e_acessorios,59.0,139.0,3.0,300.0,16.0,2.0,11.0
614dd74b96d1a51792de2d9a3475145a,fashion_bolsas_e_acessorios,24.0,474.0,4.0,500.0,16.0,12.0,16.0
7239a6e2e573d13f4a62f90868e40264,utilidades_domesticas,29.0,1498.0,3.0,800.0,21.0,7.0,21.0
83b00325c13c44245b2c3a2befa62a0e,bebes,56.0,621.0,1.0,10700.0,40.0,40.0,40.0
02fb2d61da1247bf732360ea76b16240,malas_acessorios,49.0,824.0,1.0,850.0,19.0,51.0,34.0
294d41c2e68c3452a16c269c5a969537,perfumaria,57.0,1010.0,1.0,550.0,22.0,16.0,16.0
787268a8ccbecd1ae02d8001b61ca46d,cama_mesa_banho,52.0,230.0,1.0,2125.0,41.0,13.0,26.0
401b5632c06c51319df083f1245a96ca,audio,51.0,207.0,1.0,300.0,16.0,20.0,16.0
d498e8a880bdf3d26e2b9b3e92c4f424,utilidades_domesticas,59.0,1386.0,1.0,2350.0,16.0,20.0,11.0
b8c5642287f25d5e0e166199264eff95,fashion_roupa_masculina,36.0,968.0,3.0,600.0,16.0,2.0,11.0
e0884eed28311e4365d93a89ac57eafb,audio,47.0,423.0,1.0,250.0,27.0,5.0,20.0
c3040abf937069c3552391d63d89ece1,beleza_saude,33.0,1693.0,1.0,550.0,30.0,10.0,17.0
ae6f0a235fafaf39219b83770a3391bf,beleza_saude,30.0,408.0,1.0,150.0,17.0,17.0,17.0
b18040a8b795afd0802abd9c3755ea64,esporte_lazer,41.0,979.0,8.0,7000.0,90.0,20.0,25.0
ba1446377b3e8fb2c3ec8c7b59a0d9ba,moveis_decoracao,53.0,982.0,3.0,400.0,28.0,9.0,18.0
89427567da9c9b075c9dca131535104d,brinquedos,45.0,111.0,3.0,550.0,50.0,10.0,25.0
0db0a25da8420d8e6d918b552c3c4891,telefonia,33.0,145.0,1.0,100.0,20.0,20.0,20.0
5457c026a643626249213e1e39c31d10,perfumaria,52.0,980.0,1.0,463.0,19.0,16.0,18.0
3a806ac1ab98107febb4ffcf38bc1fac,bebes,53.0,704.0,3.0,4750.0,60.0,20.0,50.0
592ff96534d1910c18025cee34d5c8de,eletronicos,60.0,517.0,4.0,200.0,16.0,6.0,14.0
7721582bb750762d81850267d19881c1,cama_mesa_banho,63.0,837.0,1.0,1400.0,43.0,5.0,30.0
a0b0fad03e38e8e5d6d94e229707f2ef,informatica_acessorios,50.0,413.0,3.0,150.0,20.0,20.0,20.0
8dad29b3b6c42d0b966e5ea7b5498132,consoles_games,56.0,700.0,5.0,1325.0,26.0,8.0,14.0
108e8b1d89ab5ff933c64882c075dcab,beleza_saude,43.0,1023.0,1.0,390.0,19.0,18.0,16.0
7e97894cc00196a56d6ec315c68b2353,esporte_lazer,20.0,420.0,4.0,3300.0,78.0,20.0,38.0
4d7fee7877228c1497477ae53d97c214,construcao_ferramentas_construcao,28.0,409.0,1.0,8650.0,44.0,14.0,40.0
33fb5f691f9219b5d60d856191aea6a4,bebes,52.0,653.0,4.0,3600.0,36.0,40.0,33.0
a1efabfd513c691eeb2650e5f04e5cb6,esporte_lazer,42.0,779.0,2.0,600.0,16.0,23.0,11.0
c7eaaf164fd5631e52cd54268c113edd,ferramentas_jardim,51.0,658.0,2.0,267.0,17.0,14.0,16.0
1528d0673079ce2d79d29753b800d76e,beleza_saude,58.0,790.0,4.0,800.0,20.0,7.0,20.0
cae79e3b5c787c231543fa415a20b5cc,ferramentas_jardim,36.0,2213.0,1.0,350.0,45.0,45.0,12.0
f6fa93875f4a7dac03e0a22143f4d815,cama_mesa_banho,37.0,212.0,2.0,450.0,25.0,9.0,19.0
e43443a05db61acfccaca5876b804ba7,,,,,500.0,30.0,19.0,18.0
17636e3c15333148e25253db631a2d7d,fashion_esporte,54.0,487.0,1.0,450.0,20.0,20.0,20.0
e20be15ef3888b958c8a76a2f0edfc25,,,,,400.0,25.0,8.0,11.0
805967bd91579942b3caac4ebcc39a54,cama_mesa_banho,37.0,167.0,2.0,400.0,25.0,9.0,19.0
67810bda0db346d0eee1ac3c6314af35,cama_mesa_banho,55.0,476.0,2.0,1650.0,48.0,8.0,39.0
1c2862e8f831c73dd953c24b3fd5b9e2,moveis_decoracao,60.0,120.0,1.0,600.0,18.0,30.0,15.0
e6aa64e6ca59df52c7bd02829516f6e4,esporte_lazer,58.0,2243.0,1.0,1400.0,20.0,30.0,20.0
c1af2dbb7ddaa89a57094a6fde7578bf,beleza_saude,58.0,619.0,1.0,900.0,36.0,51.0,15.0
0b7fb806fe0194cc7eb473329c680e34,,,,,1000.0,28.0,11.0,28.0
761989673935a5d17b8ea130576beb2a,livros_tecnicos,55.0,3854.0,1.0,400.0,26.0,2.0,19.0
21a53da27d4b830f32f475a09f0bd54a,cama_mesa_banho,57.0,247.0,1.0,1500.0,45.0,15.0,35.0
9fe172fa8e662ca8572cf12abf8bce23,fashion_bolsas_e_acessorios,36.0,412.0,5.0,150.0,16.0,5.0,20.0
f288cae3916218ec01f708d093b29d4f,ferramentas_jardim,59.0,557.0,5.0,150.0,20.0,5.0,15.0
c664fefd1535d526b427ea18dab22bd3,utilidades_domesticas,54.0,481.0,2.0,650.0,25.0,16.0,17.0
70ad1cce006c26381f72387a1cdb2bf6,informatica_acessorios,45.0,2495.0,1.0,2700.0,16.0,45.0,20.0
6abe34a6ed575743a8803dd6dd7ee5cd,moveis_decoracao,52.0,1802.0,2.0,1100.0,65.0,11.0,20.0
abe90b94fe9bb697a9f2bd7e25029c2f,audio,44.0,885.0,1.0,1360.0,28.0,21.0,24.0
72d3bf1d3a790f8874096fcf860e3eff,brinquedos,57.0,341.0,2.0,583.0,20.0,21.0,20.0
e9ceb9123d3103b7ad293c168dd3a547,cama_mesa_banho,46.0,333.0,1.0,6410.0,50.0,26.0,44.0
724108b75f8ef4c9984daac0dcadc482,esporte_lazer,56.0,422.0,1.0,125.0,15.0,9.0,16.0
97b3b8e8ed22d0ceb3b3c520e806a334,eletronicos,40.0,395.0,1.0,200.0,22.0,14.0,17.0
22633013199a5fbb2c0094a6e2802386,brinquedos,53.0,31.0,1.0,600.0,25.0,30.0,20.0
5f315c482ee138f3766f5a9169f16ba6,relogios_presentes,51.0,499.0,1.0,250.0,16.0,11.0,11.0
0df08d9f73f6c9aece41672e5f3c9cda,fashion_bolsas_e_acessorios,34.0,272.0,2.0,200.0,19.0,3.0,17.0
867860cb9f8724722b424497dfe1d491,cama_mesa_banho,48.0,805.0,1.0,1100.0,20.0,16.0,20.0
29d405763934f77ce87d3cdad21b7805,beleza_saude,58.0,2110.0,1.0,2000.0,33.0,25.0,33.0
e2f714fbe2ae1f8ef2d9827295ddc972,cama_mesa_banho,56.0,609.0,1.0,550.0,16.0,10.0,16.0
0645b477d9a79945e55ec6be1605b5a0,brinquedos,13.0,452.0,2.0,1200.0,40.0,28.0,28.0
b5fd066805e6dbd581736d37d6313bb3,moveis_decoracao,56.0,2043.0,5.0,3000.0,69.0,11.0,11.0
0f370babdc8148e1dd9d4bfc3235982a,relogios_presentes,57.0,312.0,4.0,200.0,16.0,2.0,11.0
7aafb113cc4cdd6f842135ceb2ba4b50,esporte_lazer,53.0,806.0,3.0,1950.0,25.0,45.0,25.0
70358ca9f95694a2b9e41eed6edbd7b3,informatica_acessorios,22.0,716.0,2.0,150.0,36.0,2.0,28.0
8814548104f71bb92ca911ffbe3fcfca,instrumentos_musicais,50.0,673.0,1.0,1850.0,25.0,10.0,30.0
711032db75fae9c76c17020aa359a99d,telefonia,34.0,875.0,2.0,296.0,16.0,9.0,22.0
82c3ea364e5480f335f6743ee725a921,informatica_acessorios,58.0,419.0,2.0,275.0,16.0,5.0,20.0
5eae236b07a8c5db6299c7f9c3ba2e6e,alimentos_bebidas,60.0,567.0,1.0,200.0,33.0,21.0,27.0
74706845a60b5ad457b7fa501aca8b93,cool_stuff,59.0,1309.0,6.0,11000.0,40.0,40.0,40.0
cf4f52b8f3c906f11d98e8866614f140,agro_industria_e_comercio,54.0,365.0,2.0,600.0,30.0,15.0,15.0
cb07b3df7c64648bbeceb85cacd464c9,ferramentas_jardim,63.0,955.0,1.0,1900.0,20.0,20.0,20.0
2794308672e65bc5a970a627ddb9b0f1,utilidades_domesticas,39.0,116.0,1.0,500.0,105.0,19.0,13.0
c6cd44f8f6b12ff7a20d0b51ff3bfc82,brinquedos,53.0,1202.0,2.0,800.0,16.0,30.0,16.0
65e3848513c9ab70bf542e5d694cf072,beleza_saude,46.0,1001.0,1.0,575.0,25.0,13.0,14.0
55403fdc84a027ae6565b360af50e1ee,perfumaria,59.0,1128.0,2.0,5446.0,21.0,14.0,18.0
aa29e7cef9f6eac9436c8e91ad9d8190,informatica_acessorios,44.0,258.0,1.0,600.0,18.0,9.0,16.0
40b6762970c412b5b5392cd0d4c006b1,moveis_decoracao,54.0,694.0,1.0,1200.0,34.0,8.0,22.0
13a3c6eda5d4bac4227c158ff70f0a8e,fashion_underwear_e_moda_praia,55.0,487.0,3.0,400.0,17.0,9.0,27.0
c8d90cfcce13c0471dc483876a080e87,telefonia,50.0,599.0,1.0,275.0,18.0,4.0,12.0
957f6d6b55b78746f89e976cba785440,moveis_decoracao,64.0,1115.0,3.0,1450.0,25.0,20.0,20.0
5d43da09d9bdd70109b2cccd41632a06,malas_acessorios,58.0,680.0,4.0,1500.0,41.0,15.0,29.0
862f17dc2045dfd49116593f512037e0,fashion_bolsas_e_acessorios,46.0,731.0,1.0,200.0,16.0,2.0,11.0
775596b5ab8f1cb5890c7263c1c92bc4,la_cuisine,59.0,731.0,1.0,2200.0,84.0,12.0,15.0
76d1a1a9d21ab677a61c3ae34b1b352f,,,,,550.0,16.0,7.0,11.0
be93f4f9930c70a83456e2c9cb408a85,consoles_games,50.0,300.0,2.0,200.0,17.0,2.0,12.0
837b5c6df9ceb8a9c604e78fde0e60a2,informatica_acessorios,32.0,1074.0,2.0,250.0,39.0,2.0,30.0
331e79a28ee5afbb321a3146653085f2,moveis_escritorio,55.0,1286.0,1.0,10725.0,57.0,55.0,22.0
7d08c685504c66533015d5366856da12,brinquedos,53.0,346.0,1.0,400.0,25.0,15.0,30.0
67cf741b2e7fa5801046eeb8b95b8aa8,telefonia,59.0,734.0,4.0,250.0,17.0,4.0,12.0
cfc37213adcf7bc0a35084f70a312b13,instrumentos_musicais,56.0,976.0,2.0,990.0,30.0,9.0,13.0
c5b6cb0ce3279d64025831b972bf5dee,papelaria,59.0,354.0,3.0,6050.0,38.0,30.0,28.0
a8aae2d57f0b7d4b495da36a2ea21385,construcao_ferramentas_jardim,58.0,373.0,1.0,3300.0,28.0,28.0,23.0
d00f6c52d2730de05fb409f09ab6e732,utilidades_domesticas,53.0,167.0,1.0,2150.0,30.0,19.0,25.0
1ec597ef2aaee9e73f32a970247f3192,beleza_saude,60.0,2910.0,5.0,300.0,26.0,26.0,11.0
e15cee02291017f6f12b4115ffb417e6,moveis_decoracao,56.0,297.0,2.0,700.0,100.0,5.0,20.0
57fd9b6a2704d7c8c9c82380c2e60f83,utilidades_domesticas,56.0,410.0,1.0,1400.0,30.0,30.0,30.0
3bc5164bc7f4be77002d6651da65c98c,,,,,550.0,16.0,11.0,19.0
d0c7f4863cf1497a8bc855b8b09116bf,beleza_saude,53.0,3782.0,4.0,1400.0,23.0,13.0,23.0
effa78286556d5e79cda2b4aba96a534,brinquedos,53.0,190.0,5.0,700.0,20.0,30.0,31.0
b5dfd307658435bd981ff29e6da7e77a,bebes,44.0,247.0,2.0,100.0,25.0,4.0,15.0
5538ed283fd2d0e2a1151507e1cbd59c,esporte_lazer,53.0,1326.0,1.0,400.0,25.0,8.0,18.0
08c63555bbee955cad9c6a9feab9e9d4,utilidades_domesticas,38.0,193.0,1.0,11350.0,43.0,35.0,34.0
7104eafd29c0b00fe99250034af0d978,consoles_games,48.0,2532.0,3.0,998.0,27.0,13.0,24.0
f8abc2230f8edcb57a082b6ef696e481,utilidades_domesticas,48.0,1565.0,1.0,2200.0,16.0,21.0,11.0
ddebc97ddf43a9787d1ee7012e394ccc,cool_stuff,63.0,3976.0,3.0,2300.0,22.0,29.0,16.0
f3f6c295f8683fd04c2a01c363db3ec5,livros_interesse_geral,34.0,486.0,1.0,600.0,23.0,7.0,16.0
1aec9dac073154a4d6350ad0e773a191,market_place,40.0,770.0,4.0,200.0,22.0,6.0,14.0
b1631003bdbc3b1e876f83a7d851d74a,perfumaria,48.0,1003.0,4.0,350.0,18.0,11.0,20.0
32b2a45c7698faf599ad250c65f6f633,consoles_games,39.0,1194.0,1.0,300.0,20.0,30.0,20.0
37108281cfb6d9fa07baf471f27eed76,papelaria,53.0,1291.0,3.0,500.0,25.0,15.0,20.0
937c825572d26b9e5a723527c6d625c6,cama_mesa_banho,39.0,169.0,2.0,300.0,25.0,8.0,19.0
74a92612f70f4ae7bb26ead72c53b5d3,cama_mesa_banho,53.0,245.0,1.0,800.0,45.0,15.0,35.0
32155c6d462c8ed99e97be6be884475d,beleza_saude,40.0,472.0,1.0,2050.0,25.0,16.0,22.0
d5b703c271f43f9c588a6f512a00f77e,brinquedos,27.0,531.0,4.0,150.0,16.0,7.0,20.0
31ddb1ee64afc01b90d5025db261a737,automotivo,57.0,1298.0,3.0,475.0,17.0,18.0,16.0
4e30cdede55788e1239044e270c60229,beleza_saude,18.0,3173.0,1.0,125.0,21.0,12.0,11.0
cb6d69daafeddab34122e1de88e1274c,utilidades_domesticas,58.0,379.0,1.0,1850.0,25.0,21.0,21.0
7fe486a60125c1541517e30944f95066,eletrodomesticos_2,34.0,876.0,9.0,6350.0,55.0,10.0,67.0
fe01b643060a6446e59f58e3021e66b3,perfumaria,40.0,659.0,2.0,1250.0,26.0,21.0,20.0
88f65c67a768f35feb3de87afe055ea6,malas_acessorios,43.0,1037.0,6.0,11700.0,54.0,25.0,37.0
23d8439935522540cfd5bbb8b1208a2d,beleza_saude,63.0,3915.0,1.0,1450.0,16.0,16.0,15.0
e6407038bf83e03733094f3d6e3f92f6,esporte_lazer,49.0,1132.0,8.0,9950.0,105.0,15.0,25.0
4a534b5650f13219a0de4ce5af039d2c,informatica_acessorios,57.0,626.0,1.0,150.0,16.0,10.0,11.0
4da0329350218978429b287440f4b87a,moveis_decoracao,63.0,683.0,1.0,400.0,21.0,5.0,15.0
bd7cd34fc6d02e730221b11edc354aae,brinquedos,36.0,651.0,2.0,704.0,25.0,22.0,23.0
2d4086091519b04cd687a38e33dc276c,informatica_acessorios,59.0,1080.0,1.0,200.0,20.0,10.0,15.0
9fcf1f95cb545ca095c4a17491b81382,ferramentas_jardim,51.0,575.0,2.0,300.0,16.0,20.0,16.0
2196663031bcde078cede855ac0b5739,esporte_lazer,43.0,1646.0,6.0,491.0,19.0,12.0,16.0
25d4f8db663ac141a7449e399287b4c8,brinquedos,47.0,1154.0,5.0,250.0,24.0,8.0,16.0
cef211702e18d39ca1a4b6d2d6580c0d,eletroportateis,38.0,566.0,1.0,1200.0,35.0,35.0,35.0
5328338cfaa16ba10561cd970c73ca11,cool_stuff,51.0,330.0,1.0,1950.0,33.0,44.0,19.0
98ad6d0d02b4ee890e2a5e322ae6b028,pet_shop,12.0,1512.0,2.0,200.0,20.0,18.0,18.0
9af9fb5e25c1c09f035e01b7936f6c6e,bebes,18.0,1311.0,3.0,650.0,21.0,10.0,15.0
d392a00a8d96150a649853d20d63e8ba,esporte_lazer,47.0,490.0,1.0,1500.0,22.0,27.0,22.0
381169576b9f3c083a1c3261da161a3b,informatica_acessorios,43.0,677.0,2.0,225.0,25.0,9.0,29.0
f7b0ee6d481a76a7bed4f0a7d574a6e2,esporte_lazer,40.0,1287.0,2.0,700.0,25.0,20.0,20.0
eb47d7ea4e5611684330021baa317c17,bebes,60.0,1882.0,4.0,12467.0,35.0,57.0,52.0
99903e1e018dd80869032e7e79802059,papelaria,60.0,435.0,4.0,350.0,101.0,15.0,15.0
1567eb3a02b49c99d7d07045e9ce94f5,automotivo,54.0,1081.0,6.0,1900.0,25.0,15.0,20.0
50b2ddbf47bd0b8eecabb404613e2a45,cama_mesa_banho,45.0,486.0,2.0,1050.0,40.0,10.0,30.0
907539b8216ca1250e5e974b4047699d,relogios_presentes,60.0,862.0,6.0,500.0,16.0,2.0,11.0
2ffb8b836bb62d53a77a69a67814fffa,moveis_decoracao,56.0,297.0,2.0,600.0,100.0,5.0,11.0
6814dd9a0fcc3213534377d08d8a24fa,cama_mesa_banho,47.0,372.0,1.0,1450.0,34.0,12.0,40.0
9388fcd19f74f595e79b1a302b930bf7,consoles_games,45.0,1034.0,1.0,600.0,20.0,15.0,20.0
17ebb5f3d26d2db3afcd24d2d68072a0,esporte_lazer,52.0,305.0,1.0,150.0,25.0,5.0,20.0
704a6d9f35e39b53c509c886045329ef,,,,,400.0,21.0,8.0,11.0
b914a18d4547eff292fedeccc82faec6,relogios_presentes,46.0,387.0,3.0,800.0,19.0,17.0,18.0
25bf7c5e5f9d008845212122805014e5,cama_mesa_banho,51.0,121.0,1.0,300.0,40.0,4.0,30.0
f67a0e2d24ab234b2cd6da21273710e5,esporte_lazer,49.0,1437.0,1.0,300.0,20.0,11.0,11.0
c36f1190b3cb7fac6c7bc68483317029,fashion_roupa_masculina,55.0,1241.0,2.0,400.0,16.0,2.0,20.0
acdf83e7694c8eec22e6b19bc59f4e60,cool_stuff,34.0,268.0,1.0,200.0,14.0,13.0,12.0
d76c9aa6123ceda9cd490fb2301c1cb4,utilidades_domesticas,53.0,1278.0,1.0,2200.0,50.0,10.0,35.0
71fc2a7d96a222b04e4131cfc006f265,telefonia,33.0,712.0,4.0,262.0,17.0,12.0,14.0
972a5189877b9f484978bb58ef311003,cama_mesa_banho,58.0,606.0,2.0,2100.0,40.0,15.0,40.0
a5e130225bfc3dde1f8ec32d8c37b66d,moveis_decoracao,47.0,450.0,4.0,900.0,20.0,15.0,20.0
dae7d137a7eb1a685e48c83f7952b388,moveis_decoracao,55.0,916.0,3.0,400.0,50.0,3.0,25.0
439dee65f97bb5e70b021e1e7cf54a5e,telefonia,59.0,2124.0,6.0,100.0,18.0,7.0,16.0
0e62e9412bc4636f89f83b9dc9dfd897,cama_mesa_banho,64.0,702.0,1.0,2700.0,42.0,11.0,36.0
b1cbf530dc2a793ced8e0768ffcce501,telefonia,40.0,580.0,2.0,100.0,16.0,3.0,11.0
0192191cc1bc83262d6667c54c2e048f,fashion_calcados,54.0,404.0,4.0,850.0,22.0,12.0,33.0
423e6c3511b9efa885cbef713ed97b0b,esporte_lazer,48.0,513.0,1.0,1250.0,40.0,20.0,20.0
9ccf0137597c7461ba6c1d306a13f7ac,bebes,49.0,1162.0,1.0,100.0,16.0,2.0,11.0
16e3cf9ffd35194d29e5560a23123732,informatica_acessorios,45.0,923.0,1.0,875.0,35.0,16.0,12.0
473795a355d29305c3ea6b156833adf5,perfumaria,36.0,605.0,2.0,100.0,20.0,20.0,20.0
8784c4d113e30be2fb64b69be0551b30,papelaria,58.0,381.0,3.0,1500.0,38.0,30.0,28.0
0891f8ac9e3d7252ec5c162da0b0b86c,utilidades_domesticas,55.0,309.0,2.0,500.0,16.0,10.0,12.0
726e355b119d1f8186283de59fc5b702,malas_acessorios,53.0,680.0,4.0,1500.0,41.0,15.0,29.0
8634ba98d69440265e955814c3e4cde1,cool_stuff,63.0,2267.0,8.0,400.0,17.0,9.0,12.0
9b77a0a174a0b29b5720de6cfcc17ba9,informatica_acessorios,34.0,1080.0,2.0,200.0,41.0,2.0,29.0
2155593e689475e40e4c8b93143c0287,brinquedos,55.0,418.0,3.0,712.0,47.0,13.0,32.0
330a8a8d810e84c45bf6fece44e082c8,informatica_acessorios,60.0,636.0,1.0,800.0,31.0,16.0,16.0
981d19b32de498335ca41b1faf1b4e35,esporte_lazer,44.0,2350.0,1.0,575.0,21.0,16.0,11.0
a35a9f46dcee0a67c8c7ad8493eb4135,informatica_acessorios,33.0,1084.0,2.0,200.0,41.0,2.0,29.0
0b48eade13cfad433122f23739a66898,moveis_decoracao,28.0,489.0,1.0,14000.0,70.0,60.0,70.0
5df6b48d02fedad4728b254cfcff3cc7,telefonia,25.0,178.0,2.0,150.0,16.0,4.0,13.0
b205c1d9481d550412cbac291356e234,malas_acessorios,38.0,383.0,1.0,2000.0,35.0,46.0,20.0
7d873ae7ba4e637167c1a8d544bd6af8,bebidas,26.0,742.0,1.0,1700.0,25.0,25.0,25.0
d82737410a435ec11bf7355cc6ce2d4c,cama_mesa_banho,27.0,423.0,1.0,300.0,20.0,12.0,20.0
64d0feb1bcf9c7fe7b5dad3271c10910,moveis_decoracao,58.0,696.0,7.0,750.0,25.0,15.0,35.0
9f890da4bf8473aca1996ca037005902,cama_mesa_banho,59.0,552.0,1.0,550.0,20.0,2.0,20.0
8097e6d8de77768d9f72295263e440fa,beleza_saude,37.0,601.0,1.0,224.0,16.0,13.0,15.0
ed5783fe4b2194c66043e77b648ff4cb,moveis_colchao_e_estofado,48.0,787.0,2.0,6600.0,45.0,25.0,35.0
6a83dafadbcf4112388e8173860dd3b7,utilidades_domesticas,54.0,614.0,1.0,1245.0,58.0,12.0,60.0
5ece3fdf078107e1fccade3738044135,cama_mesa_banho,52.0,118.0,1.0,800.0,25.0,15.0,20.0
a00a22560435cc439faf6163eabc1ef8,telefonia,44.0,351.0,3.0,75.0,18.0,3.0,12.0
724dc24aa8d029d5d48b38bbbd54ec20,esporte_lazer,59.0,2709.0,5.0,483.0,26.0,10.0,14.0
d70c831282615555625658baeb52eaa6,fashion_bolsas_e_acessorios,40.0,360.0,5.0,150.0,16.0,9.0,11.0
c1afa44a5a60e2e7cf7280e57eba0597,ferramentas_jardim,60.0,1486.0,2.0,12300.0,33.0,20.0,80.0
555fb1933a0229450e7c01860a394dd4,telefonia,59.0,777.0,6.0,350.0,17.0,4.0,12.0
156b348a4e7d61007fc06135f8a204b2,moveis_decoracao,57.0,1699.0,1.0,1000.0,60.0,11.0,11.0
4299211de0fa49785bb3115aa2b25c61,brinquedos,44.0,956.0,3.0,200.0,20.0,25.0,25.0
38947803f4effe2c45539bd71b509529,brinquedos,51.0,774.0,2.0,2633.0,37.0,20.0,29.0
0afdab080dc525494d5a0adc4c1c0854,cama_mesa_banho,59.0,554.0,2.0,533.0,52.0,6.0,40.0
8bd777f5db44c740f895dfc67733168d,esporte_lazer,52.0,671.0,6.0,1300.0,25.0,30.0,40.0
b0f007aa08f8289b1b3471eda48c8d9c,esporte_lazer,50.0,1352.0,4.0,2000.0,16.0,50.0,16.0
a98657f6c266c87a5477b593aa1b7a80,esporte_lazer,52.0,1296.0,1.0,1350.0,26.0,18.0,18.0
4b703444923b5e57bb73ba343f5ebab7,cama_mesa_banho,49.0,204.0,1.0,264.0,17.0,14.0,16.0
9798f14fd2be3c482aaff824a05ac605,utilidades_domesticas,59.0,284.0,3.0,3000.0,50.0,35.0,15.0
